Unique_ID,f0_TE_GHz,C0_TE_fF,L0_TE_nH,R0_TE_ohm,alpha_TE_eff,f0_TM_GHz,C0_TM_fF,L0_TM_nH,R0_TM_ohm,alpha_TM_eff
ID798_9_R10.0_W0.2233.csv,7.0854,14.1206,35.7319,13.5596,-12.91,7.0476,13.7974,36.9629,13.2519,-11.86
ID799_9_R10.0_W0.25.csv,7.3442,14.3627,32.6975,16.6933,-34.25,7.4434,14.3519,31.8559,16.34,-7.71
ID80_1_R9_W0.01.csv,6.2518,100.4952,6.449,2.6964,6.41,6.2037,101.5654,6.4802,2.6696,4.08
ID830_10_R4.0_W0.01.csv,16.8736,4.7993,18.5373,25.6173,-139.1,16.8359,4.8207,18.5378,25.2792,-40.49
ID832_10_R4.0_W0.03.csv,19.1336,5.1703,13.3825,16.3478,47.63,19.1114,5.2031,13.3289,16.1258,-14.81
ID840_10_R5.0_W0.01.csv,13.1896,5.9101,24.6367,27.6246,31.13,13.1992,5.8891,24.6883,27.5556,129.71
ID841_10_R5.0_W0.0228.csv,14.0448,6.2381,20.5854,20.6072,-184.5,14.0357,6.2104,20.7038,20.7387,-24.37
ID842_10_R5.0_W0.0356.csv,14.7346,6.3406,18.4007,16.5787,-24.55,14.6351,6.4182,18.4262,16.3028,-15.69
ID843_10_R5.0_W0.0483.csv,15.1491,6.5172,16.9357,14.0887,-38.21,15.097,6.5488,16.9706,14.133,-32.26
ID844_10_R5.0_W0.0611.csv,15.4932,6.5798,16.0377,12.3726,-88.33,15.5023,6.5688,16.0459,12.3402,-16.54
ID845_10_R5.0_W0.0739.csv,16.0074,6.6719,14.8167,11.1223,-54.18,15.9974,6.6945,14.7849,11.3075,-16.31
ID846_10_R5.0_W0.0867.csv,16.4518,6.8146,13.7333,10.1474,-86.25,16.437,6.8105,13.7663,10.1607,-14.75
ID847_10_R5_W0.0994.csv,16.1042,26.1639,3.733,3.0928,71.3,16.0899,26.1701,3.7388,3.0839,-16.06
ID849_10_R5_W0.125.csv,16.9901,26.9831,3.252,2.8858,69.83,16.9667,26.9095,3.27,2.8327,-13.73
ID850_10_R6.0_W0.01.csv,11.0503,7.0207,29.547,29.5123,-26.04,10.9884,7.0324,29.8311,29.5978,-29.19
ID852_10_R6.0_W0.0411.csv,12.0537,7.3498,23.7203,15.7053,236.64,12.0414,7.35,23.7684,15.6831,-32.67
ID853_10_R6.0_W0.0567.csv,12.589,7.5807,21.0837,13.5535,-61.95,12.6037,7.5441,21.1368,13.4052,-14.75
ID854_10_R6.0_W0.0722.csv,12.9018,7.6746,19.8281,12.119,398.49,12.9733,7.6337,19.7152,12.1756,-13.63
ID855_10_R6.0_W0.0878.csv,13.4432,7.8537,17.8468,11.2602,-33.27,13.4182,7.8852,17.8417,11.3187,-12.07
ID856_10_R6.0_W0.1033.csv,13.8169,8.0307,16.522,10.0854,69.42,13.8035,8.1509,16.3101,9.9139,-10.62
ID858_10_R6.0_W0.1344.csv,14.6549,8.3888,14.0595,8.8582,-120.27,14.5891,8.4371,14.1056,8.795,-9.76
ID859_10_R6.0_W0.15.csv,15.0095,8.4764,13.2647,8.3235,120.53,15.0421,8.5025,13.1667,8.3116,-8.8
ID861_10_R7_W0.0283.csv,9.2724,30.685,9.6012,6.9438,92.91,9.2663,30.7065,9.6072,6.9468,-30.71
ID862_10_R7_W0.0467.csv,9.6905,31.6404,8.5252,5.5364,85.7,9.6799,31.6203,8.5493,5.4713,-27.06
ID863_10_R7_W0.065.csv,10.0825,32.5038,7.666,4.517,81.37,10.075,32.5291,7.6715,4.5027,-23.98
ID864_10_R7_W0.0833.csv,10.2813,32.9227,7.2786,4.1354,79.26,10.2646,32.9508,7.2961,4.0963,-22.7
ID865_10_R7_W0.1017.csv,10.6622,33.7147,6.6089,3.5288,76.11,10.6434,33.7877,6.6179,3.4984,-20.42
ID866_10_R7_W0.12.csv,11.0449,34.5106,6.0168,3.1481,73.46,11.0291,34.573,6.0232,3.1303,-18.36
ID867_10_R7.0_W0.1383.csv,12.1191,9.4235,18.3014,9.2437,22.97,12.0785,9.4706,18.3332,9.035,-14.56
ID868_10_R7.0_W0.1567.csv,12.5631,9.7245,16.5038,8.7317,-337.56,12.4846,9.7387,16.6875,8.5512,-10.81
ID869_10_R7.0_W0.175.csv,12.878,9.7672,15.6378,8.3408,33.95,12.9074,9.732,15.6228,8.3423,-9.13
ID870_10_R8_W0.01.csv,7.6002,33.0795,13.2565,11.0633,103.53,7.5877,33.1292,13.2802,11.0299,-37.82
ID871_10_R8_W0.0311.csv,8.0204,34.265,11.4921,7.4768,93.06,8.0144,34.2424,11.5168,7.4745,-32.39
ID872_10_R8_W0.0522.csv,8.3513,35.2145,10.3137,5.9572,86.04,8.3428,35.2964,10.3108,5.9674,-29.0
ID873_10_R8_W0.0733.csv,8.6614,36.1436,9.3419,4.803,81.91,8.654,36.1518,9.3558,4.7934,-25.9
ID874_10_R8_W0.0944.csv,8.9547,37.0075,8.536,4.0032,78.18,8.9468,37.0473,8.5417,3.9924,-23.41
ID875_10_R8_W0.1156.csv,9.3886,38.2728,7.5084,3.2979,73.62,9.3864,38.2851,7.5096,3.2889,-20.32
ID876_10_R8_W0.1367.csv,9.6839,39.0397,6.9189,3.0105,71.71,9.6702,39.0914,6.9292,3.027,-18.57
ID877_10_R8_W0.1578.csv,9.9627,39.793,6.4132,2.9489,70.08,9.9599,39.8339,6.4103,2.981,-17.02
ID878_10_R8_W0.1789.csv,10.2841,40.5648,5.9042,2.7612,68.42,10.2774,40.5633,5.912,2.7458,-15.51
ID879_10_R8_W0.2.csv,10.6265,41.2982,5.4316,2.6264,67.89,10.6225,41.3257,5.4321,2.6222,-14.04
ID880_10_R9.0_W0.01.csv,7.2904,10.4633,45.5485,37.7833,29.33,7.2727,10.4905,45.6513,37.5221,213.57
ID881_10_R9_W0.0339.csv,7.0392,37.8466,13.5074,7.7462,98.18,7.0413,37.8673,13.4917,7.7488,-33.11
ID882_10_R9.0_W0.0578.csv,8.3222,11.5244,31.7353,15.5548,-52.04,8.3747,11.3668,31.7736,15.8154,-9.48
ID883_10_R9_W0.0817.csv,7.7,40.2213,10.6218,4.5889,84.6,7.6947,40.2484,10.6293,4.5886,-25.57
ID884_10_R9_W0.1056.csv,8.0539,41.5782,9.3921,3.6214,79.82,8.0459,41.6056,9.4047,3.6201,-22.34
ID885_10_R9_W0.1294.csv,8.2813,42.4458,8.7018,3.2821,76.67,8.2771,42.4225,8.7154,3.2815,-20.55
ID886_10_R9_W0.1533.csv,8.4853,43.223,8.1394,3.1794,73.86,8.4853,43.1822,8.147,3.1926,-19.17
ID887_10_R9_W0.1772.csv,8.8414,44.4874,7.2838,2.8294,72.07,8.8345,44.5234,7.2893,2.8225,-16.95
ID888_10_R9_W0.2011.csv,9.0961,45.1045,6.7875,2.6665,71.48,9.0885,45.1404,6.7934,2.656,-15.57
ID889_10_R9_W0.225.csv,9.4908,46.289,6.0752,2.5955,70.7,9.4869,46.3063,6.0779,2.5975,-13.69
ID890_10_R10_W0.01.csv,5.9639,40.0929,17.7628,12.1214,108.63,5.9707,40.0166,17.756,12.1312,-39.98
ID891_10_R10.0_W0.0367.csv,8.1712,14.114,26.8793,28.6671,-4.13,8.2025,14.1404,26.6247,29.0421,-2.59
ID898_10_R10.0_W0.2233.csv,10.0575,15.8956,15.7538,9.1854,-4.1,10.0991,15.7114,15.8075,8.7083,-2.4
ID899_10_R10.0_W0.25.csv,10.2622,15.3903,15.6282,11.1785,-0.1,10.2281,15.6796,15.4424,10.8558,-2.35
ID90_1_R10_W0.01.csv,5.6127,110.6903,7.2641,2.7626,6.55,5.6034,111.1552,7.2579,2.7587,4.13
ID936_11_R4.0_W0.07.csv,16.6241,4.7305,19.3757,12.2629,-324.28,16.6155,4.688,19.5717,12.6207,-19.76
ID937_11_R4.0_W0.08.csv,16.7717,4.7106,19.1166,11.2231,118.97,16.8161,4.722,18.9698,11.4164,-23.06
ID939_11_R4.0_W0.1.csv,17.3111,4.8734,17.3446,9.9409,-82.14,17.3064,4.8439,17.4593,10.0127,-15.76
ID940_11_R5.0_W0.01.csv,19.1444,1.2259,56.3775,66.7988,-42.97,19.0815,1.2418,56.0222,66.9474,-28.66
ID941_11_R5.0_W0.0228.csv,19.4337,1.3791,48.6318,45.8548,-41.66,19.4937,1.4003,47.6036,46.0131,-14.14
ID942_11_R5.0_W0.0356.csv,19.495,1.3433,49.614,37.4795,-152.48,19.4767,1.3468,49.5783,37.3227,-27.14
ID948_11_R5.0_W0.1122.csv,13.6731,6.1046,22.1948,10.5521,-286.43,13.7111,6.154,21.8945,10.6596,-78.48
ID949_11_R5.0_W0.125.csv,13.8547,6.1824,21.3449,10.0032,76.65,13.9017,6.1343,21.3669,10.4222,-32.01
ID950_11_R6.0_W0.01.csv,15.494,1.8146,58.1476,66.3604,-37.19,15.4841,1.8751,56.3433,65.1208,-15.77
ID951_11_R6.0_W0.0256.csv,15.6845,2.0656,49.8488,45.6367,-54.68,15.6616,2.0284,50.9103,45.7983,-15.99
ID952_11_R6.0_W0.0411.csv,15.9355,2.233,44.6698,51.4064,-114.33,16.0058,2.2044,44.8532,53.2914,-18.28
ID954_11_R6.0_W0.0722.csv,16.0618,2.5081,39.1485,43.4241,-170.79,16.013,2.6289,37.577,43.5318,-23.24
ID956_11_R6.0_W0.1033.csv,11.4278,7.0308,27.5873,12.1462,-14.34,11.3622,6.9595,28.1928,12.1865,-8.86
ID957_11_R6.0_W0.1189.csv,11.4662,7.1456,26.9625,11.8796,-26.93,11.5534,7.1732,26.4552,12.1045,-8.48
ID958_11_R6.0_W0.1344.csv,11.512,7.2597,26.3278,10.926,-35.21,11.6114,7.2403,25.9485,11.265,-9.24
ID959_11_R6.0_W0.15.csv,11.6787,7.3519,25.2613,9.8563,-426.88,11.7502,7.3242,25.0488,9.6732,-10.88
ID960_11_R7.0_W0.01.csv,12.8743,2.5122,60.8328,81.232,28.36,12.8989,2.6134,58.2556,79.4275,67.35
ID964_11_R7.0_W0.0833.csv,12.824,3.5789,43.0377,25.2568,21.48,12.9027,3.4601,43.9731,25.6633,108.2
ID966_11_R7.0_W0.12.csv,9.8611,8.1033,32.146,13.6919,-49.95,9.8047,8.1878,32.1812,13.7045,-19.58
ID967_11_R7.0_W0.1383.csv,9.928,8.279,31.0411,11.5579,52.87,9.9406,8.2816,30.953,11.4344,-28.94
ID968_11_R7.0_W0.1567.csv,10.0518,8.3071,30.1788,10.5201,-160.43,10.022,8.3612,30.1623,11.1197,-24.25
ID969_11_R7.0_W0.175.csv,10.2141,8.414,28.8559,10.2271,-91.0,10.2261,8.4939,28.5178,10.7942,-18.75
ID970_11_R8.0_W0.01.csv,11.424,2.9722,65.302,104.8422,-66.59,11.4032,3.2399,60.1241,101.8207,-57.0
ID971_11_R8.0_W0.0311.csv,11.5841,3.1801,59.3566,56.3963,125.31,11.6719,2.9968,62.0427,57.345,-20.24
ID972_11_R8.0_W0.0522.csv,11.5043,3.4688,55.1752,37.3899,179.99,11.4549,3.445,56.0365,39.3128,46.59
ID973_11_R8.0_W0.0733.csv,11.5462,3.7671,50.437,42.115,284.97,11.6298,3.6582,51.1944,42.4574,-23.63
ID975_11_R8.0_W0.1156.csv,11.5974,4.0372,46.6484,28.6684,112.44,11.5895,4.0391,46.6898,28.0181,-25.35
ID986_11_R9.0_W0.1533.csv,7.6913,10.2972,41.5834,12.4035,57.92,7.6956,10.3179,41.4542,13.0574,-18.42
ID987_11_R9.0_W0.1772.csv,7.8058,10.239,40.6017,11.863,-31.59,7.8304,10.192,40.5333,12.2514,-13.36
ID989_11_R9.0_W0.225.csv,7.9884,10.4491,37.9874,10.8046,108.01,8.0663,10.7404,36.2467,12.5434,-15.37
ID996_11_R10.0_W0.17.csv,6.7623,11.7639,47.0865,12.6813,35.51,6.7238,11.6142,48.2409,12.7408,-60.42
ID997_11_R10.0_W0.1967.csv,6.7966,11.869,46.2005,11.4874,44.86,6.7757,11.7738,46.862,11.4754,-41.4
ID998_11_R10.0_W0.2233.csv,6.8723,11.9967,44.7069,10.2489,8.04,6.9115,11.8766,44.6478,10.3388,15.56
ID999_11_R10.0_W0.25.csv,7.0098,12.1124,42.5599,10.6669,17.18,7.0242,12.1593,42.2224,10.1393,111.52
